state_name,district_name,crop_year,season,crop,area_,production_
Assam,CACHAR,2001,Whole Year,Sugarcane,325.0,12008
Assam,CACHAR,2001,Whole Year,Sweet potato,155.0,814
Assam,CACHAR,2001,Whole Year,Tapioca,32.0,138
Assam,CACHAR,2001,Whole Year,Tobacco,9.0,9
Assam,CACHAR,2001,Whole Year,Turmeric,230.0,219
Assam,CACHAR,2001,Winter,Rice,84093.0,193910
Assam,CACHAR,2002,Autumn,Rice,9010.0,17300
Assam,CACHAR,2002,Kharif,Arhar/Tur,110.0,78
Assam,CACHAR,2002,Kharif,Cotton(lint),115.0,43
Assam,CACHAR,2002,Kharif,Jute,70.0,712
Assam,CACHAR,2002,Kharif,Maize,70.0,35
Assam,CACHAR,2002,Kharif,Mesta,6.0,27
Assam,CACHAR,2002,Kharif,Niger seed,24.0,10
Assam,CACHAR,2002,Kharif,Sesamum,160.0,56
Assam,CACHAR,2002,Kharif,Small millets,26.0,11
Assam,CACHAR,2002,Rabi,Gram,44.0,23
Assam,CACHAR,2002,Rabi,Linseed,39.0,17
Assam,CACHAR,2002,Rabi,Masoor,14.0,7
Assam,CACHAR,2002,Rabi,Moong(Green Gram),21.0,10
Assam,CACHAR,2002,Rabi,Other  Rabi pulses,3625.0,1696
Assam,CACHAR,2002,Rabi,Peas & beans (Pulses),380.0,200
Assam,CACHAR,2002,Rabi,Rapeseed &Mustard,1600.0,654
Assam,CACHAR,2002,Rabi,Urad,710.0,354
Assam,CACHAR,2002,Rabi,Wheat,59.0,67
Assam,CACHAR,2002,Summer,Rice,9110.0,15943
Assam,CACHAR,2002,Whole Year,Arecanut,4580.0,1566
Assam,CACHAR,2002,Whole Year,Banana,3130.0,38211
Assam,CACHAR,2002,Whole Year,Coconut,1450.0,1785000
Assam,CACHAR,2002,Whole Year,Dry chillies,694.0,423
Assam,CACHAR,2002,Whole Year,Onion,145.0,470
Assam,CACHAR,2002,Whole Year,Orange,34.0,272
Assam,CACHAR,2002,Whole Year,Papaya,370.0,4550
Assam,CACHAR,2002,Whole Year,Pineapple,1510.0,25764
Assam,CACHAR,2002,Whole Year,Potato,1696.0,8558
Assam,CACHAR,2002,Whole Year,Sugarcane,300.0,13140
Assam,CACHAR,2002,Whole Year,Sweet potato,160.0,840
Assam,CACHAR,2002,Whole Year,Tapioca,32.0,138
Assam,CACHAR,2002,Whole Year,Tobacco,9.0,6
Assam,CACHAR,2002,Whole Year,Turmeric,245.0,230
Assam,CACHAR,2002,Winter,Rice,87000.0,186815
Assam,CACHAR,2003,Autumn,Rice,9250.0,18799
Assam,CACHAR,2003,Kharif,Arhar/Tur,120.0,85
Assam,CACHAR,2003,Kharif,Cotton(lint),120.0,44
Assam,CACHAR,2003,Kharif,Jute,75.0,779
Assam,CACHAR,2003,Kharif,Maize,75.0,38
Assam,CACHAR,2003,Kharif,Mesta,6.0,27
Assam,CACHAR,2003,Kharif,Niger seed,26.0,11
Assam,CACHAR,2003,Kharif,Sesamum,176.0,62
Assam,CACHAR,2003,Kharif,Small millets,28.0,12
Assam,CACHAR,2003,Rabi,Gram,48.0,25
Assam,CACHAR,2003,Rabi,Linseed,40.0,17
Assam,CACHAR,2003,Rabi,Masoor,15.0,8
Assam,CACHAR,2003,Rabi,Moong(Green Gram),23.0,11
Assam,CACHAR,2003,Rabi,other misc. pulses,2555.0,1155
Assam,CACHAR,2003,Rabi,Peas & beans (Pulses),418.0,219
Assam,CACHAR,2003,Rabi,Rapeseed &Mustard,1675.0,1446
Assam,CACHAR,2003,Rabi,Urad,780.0,408
Assam,CACHAR,2003,Rabi,Wheat,60.0,63
Assam,CACHAR,2003,Summer,Rice,9865.0,.00
Assam,CACHAR,2003,Whole Year,Arecanut,4464.0,1222
Assam,CACHAR,2003,Whole Year,Banana,3145.0,37740
Assam,CACHAR,2003,Whole Year,Coconut,1400.0,2168000
Assam,CACHAR,2003,Whole Year,Dry chillies,763.0,467
Assam,CACHAR,2003,Whole Year,Onion,159.0,516
Assam,CACHAR,2003,Whole Year,Orange,110.0,660
Assam,CACHAR,2003,Whole Year,Papaya,370.0,4550
Assam,CACHAR,2003,Whole Year,Pineapple,1550.0,26207
Assam,CACHAR,2003,Whole Year,Potato,1715.0,7714
Assam,CACHAR,2003,Whole Year,Sugarcane,300.0,12140
Assam,CACHAR,2003,Whole Year,Sweet potato,176.0,924
Assam,CACHAR,2003,Whole Year,Tapioca,32.0,138
Assam,CACHAR,2003,Whole Year,Tobacco,9.0,6
Assam,CACHAR,2003,Whole Year,Turmeric,260.0,244
Assam,CACHAR,2003,Winter,Rice,90081.0,215840
Assam,CACHAR,2004,Autumn,Rice,10174.0,2140
Assam,CACHAR,2004,Kharif,Arhar/Tur,125.0,89
Assam,CACHAR,2004,Kharif,Cotton(lint),103.0,38
Assam,CACHAR,2004,Kharif,Jute,81.0,574
Assam,CACHAR,2004,Kharif,Mesta,8.0,36
Assam,CACHAR,2004,Kharif,Niger seed,29.0,15
Assam,CACHAR,2004,Kharif,Sesamum,184.0,94
Assam,CACHAR,2004,Kharif,Small millets,26.0,12
Assam,CACHAR,2004,Rabi,Gram,52.0,27
Assam,CACHAR,2004,Rabi,Linseed,43.0,20
Assam,CACHAR,2004,Rabi,Masoor,19.0,10
Assam,CACHAR,2004,Rabi,Moong(Green Gram),31.0,17
Assam,CACHAR,2004,Rabi,Other  Rabi pulses,4001.0,2008
Assam,CACHAR,2004,Rabi,Peas & beans (Pulses),564.0,339
Assam,CACHAR,2004,Rabi,Rapeseed &Mustard,1982.0,1135
Assam,CACHAR,2004,Rabi,Urad,934.0,538
Assam,CACHAR,2004,Rabi,Wheat,83.0,88
Assam,CACHAR,2004,Summer,Rice,9990.0,14835
Assam,CACHAR,2004,Whole Year,Coconut,1325.0,2272000
Assam,CACHAR,2004,Whole Year,Dry chillies,839.0,536
Assam,CACHAR,2004,Whole Year,Onion,168.0,546
Assam,CACHAR,2004,Whole Year,Potato,1888.0,10408
Assam,CACHAR,2004,Whole Year,Sugarcane,285.0,10522
Assam,CACHAR,2004,Whole Year,Sweet potato,182.0,956
Assam,CACHAR,2004,Whole Year,Tobacco,10.0,7
Assam,CACHAR,2004,Whole Year,Turmeric,265.0,562
Assam,CACHAR,2004,Winter,Rice,82968.0,148467
Assam,CACHAR,2005,Autumn,Rice,9411.0,18157
Assam,CACHAR,2005,Kharif,Arhar/Tur,122.0,86
Assam,CACHAR,2005,Kharif,Cotton(lint),97.0,36
Assam,CACHAR,2005,Kharif,Jute,73.0,745
Assam,CACHAR,2005,Kharif,Maize,96.0,48
Assam,CACHAR,2005,Kharif,Mesta,6.0,27
Assam,CACHAR,2005,Kharif,Niger seed,30.0,15
Assam,CACHAR,2005,Kharif,Sesamum,198.0,101
Assam,CACHAR,2005,Kharif,Small millets,28.0,13
Assam,CACHAR,2005,Rabi,Gram,54.0,28
Assam,CACHAR,2005,Rabi,Linseed,44.0,20
Assam,CACHAR,2005,Rabi,Masoor,21.0,11
Assam,CACHAR,2005,Rabi,Moong(Green Gram),35.0,19
Assam,CACHAR,2005,Rabi,Other  Rabi pulses,4073.0,2042
Assam,CACHAR,2005,Rabi,Peas & beans (Pulses),544.0,324
Assam,CACHAR,2005,Rabi,Rapeseed &Mustard,2867.0,1656
Assam,CACHAR,2005,Rabi,Urad,896.0,439
Assam,CACHAR,2005,Rabi,Wheat,86.0,92
Assam,CACHAR,2005,Summer,Rice,10261.0,16722
Assam,CACHAR,2005,Whole Year,Arecanut,4184.0,1133
Assam,CACHAR,2005,Whole Year,Banana,2674.0,32460
Assam,CACHAR,2005,Whole Year,Dry chillies,939.0,600
Assam,CACHAR,2005,Whole Year,Onion,176.0,572
Assam,CACHAR,2005,Whole Year,Potato,1893.0,9261
Assam,CACHAR,2005,Whole Year,Sugarcane,275.0,10426
Assam,CACHAR,2005,Whole Year,Sweet potato,187.0,982
Assam,CACHAR,2005,Whole Year,Tapioca,30.0,129
Assam,CACHAR,2005,Whole Year,Tobacco,10.0,6
Assam,CACHAR,2005,Whole Year,Turmeric,282.0,588
Assam,CACHAR,2005,Winter,Rice,90194.0,183913
Assam,CACHAR,2006,Autumn,Rice,4070.0,6344
Assam,CACHAR,2006,Kharif,Arhar/Tur,139.0,98
Assam,CACHAR,2006,Kharif,Cotton(lint),100.0,38
Assam,CACHAR,2006,Kharif,Jute,49.0,474
Assam,CACHAR,2006,Kharif,Maize,105.0,52
Assam,CACHAR,2006,Kharif,Mesta,2.0,9
Assam,CACHAR,2006,Kharif,Niger seed,30.0,14
Assam,CACHAR,2006,Kharif,Sesamum,200.0,92
Assam,CACHAR,2006,Kharif,Small millets,31.0,15
Assam,CACHAR,2006,Rabi,Gram,60.0,31
Assam,CACHAR,2006,Rabi,Linseed,46.0,20
Assam,CACHAR,2006,Rabi,Masoor,36.0,19
Assam,CACHAR,2006,Rabi,Moong(Green Gram),38.0,19
Assam,CACHAR,2006,Rabi,Other  Rabi pulses,2783.0,1255
Assam,CACHAR,2006,Rabi,Peas & beans (Pulses),585.0,336
Assam,CACHAR,2006,Rabi,Rapeseed &Mustard,1929.0,1101
Assam,CACHAR,2006,Rabi,Urad,980.0,504
Assam,CACHAR,2006,Rabi,Wheat,93.0,105
Assam,CACHAR,2006,Summer,Rice,7819.0,8100
Assam,CACHAR,2006,Whole Year,Arecanut,4545.0,1037
Assam,CACHAR,2006,Whole Year,Banana,2662.0,32313
Assam,CACHAR,2006,Whole Year,Coconut,1404.0,2847000
Assam,CACHAR,2006,Whole Year,Dry chillies,998.0,628
Assam,CACHAR,2006,Whole Year,Onion,174.0,566
Assam,CACHAR,2006,Whole Year,Potato,1912.0,8359
Assam,CACHAR,2006,Whole Year,Sugarcane,276.0,11884
Assam,CACHAR,2006,Whole Year,Sweet potato,195.0,1024
Assam,CACHAR,2006,Whole Year,Tapioca,30.0,129
Assam,CACHAR,2006,Whole Year,Tobacco,10.0,7
Assam,CACHAR,2006,Whole Year,Turmeric,294.0,599
Assam,CACHAR,2006,Winter,Rice,89689.0,151116
Assam,CACHAR,2007,Autumn,Rice,10130.0,16238
Assam,CACHAR,2007,Kharif,Arhar/Tur,127.0,90
Assam,CACHAR,2007,Kharif,Cotton(lint),100.0,37
Assam,CACHAR,2007,Kharif,Jute,52.0,571
Assam,CACHAR,2007,Kharif,Maize,105.0,52
Assam,CACHAR,2007,Kharif,Mesta,10.0,45
Assam,CACHAR,2007,Kharif,Niger seed,16.0,7
Assam,CACHAR,2007,Kharif,Sesamum,196.0,94
Assam,CACHAR,2007,Kharif,Small millets,28.0,14
Assam,CACHAR,2007,Rabi,Gram,56.0,29
Assam,CACHAR,2007,Rabi,Linseed,30.0,13
Assam,CACHAR,2007,Rabi,Masoor,26.0,13
Assam,CACHAR,2007,Rabi,Moong(Green Gram),37.0,18
Assam,CACHAR,2007,Rabi,Other  Rabi pulses,2374.0,1068
Assam,CACHAR,2007,Rabi,Peas & beans (Pulses),446.0,259
Assam,CACHAR,2007,Rabi,Rapeseed &Mustard,2065.0,1091
Assam,CACHAR,2007,Rabi,Urad,958.0,508
Assam,CACHAR,2007,Rabi,Wheat,255.0,322
Assam,CACHAR,2007,Summer,Rice,9680.0,18533
Assam,CACHAR,2007,Whole Year,Arecanut,4295.0,1805
Assam,CACHAR,2007,Whole Year,Banana,3128.0,37971
Assam,CACHAR,2007,Whole Year,Black pepper,39.0,76
Assam,CACHAR,2007,Whole Year,Coconut,999.0,980000
Assam,CACHAR,2007,Whole Year,Dry chillies,1000.0,636
Assam,CACHAR,2007,Whole Year,Dry ginger,204.0,1416
Assam,CACHAR,2007,Whole Year,Onion,150.0,487
Assam,CACHAR,2007,Whole Year,Potato,1986.0,7675
Assam,CACHAR,2007,Whole Year,Sugarcane,166.0,7162
Assam,CACHAR,2007,Whole Year,Sweet potato,178.0,935
Assam,CACHAR,2007,Whole Year,Tapioca,31.0,133
Assam,CACHAR,2007,Whole Year,Tobacco,10.0,7
Assam,CACHAR,2007,Whole Year,Turmeric,281.0,537
Assam,CACHAR,2007,Winter,Rice,79842.0,64012
Assam,CACHAR,2008,Autumn,Rice,8350.0,13808
Assam,CACHAR,2008,Kharif,Arhar/Tur,122.0,86
Assam,CACHAR,2008,Kharif,Cotton(lint),95.0,35
Assam,CACHAR,2008,Kharif,Jute,53.0,571
Assam,CACHAR,2008,Kharif,Maize,104.0,50
Assam,CACHAR,2008,Kharif,Mesta,5.0,23
Assam,CACHAR,2008,Kharif,Niger seed,15.0,7
Assam,CACHAR,2008,Kharif,Sesamum,195.0,97
Assam,CACHAR,2008,Kharif,Small millets,30.0,14
Assam,CACHAR,2008,Rabi,Blackgram,897.0,521
Assam,CACHAR,2008,Rabi,Gram,54.0,28
Assam,CACHAR,2008,Rabi,Linseed,30.0,14
Assam,CACHAR,2008,Rabi,Masoor,26.0,11
Assam,CACHAR,2008,Rabi,Moong(Green Gram),34.0,17
Assam,CACHAR,2008,Rabi,Peas & beans (Pulses),380.0,224
Assam,CACHAR,2008,Rabi,Rapeseed &Mustard,2012.0,1341
Assam,CACHAR,2008,Rabi,Urad,897.0,521
Assam,CACHAR,2008,Rabi,Wheat,117.0,128
Assam,CACHAR,2008,Summer,Rice,9560.0,21126
Assam,CACHAR,2008,Whole Year,Arecanut,4446.0,2821
Assam,CACHAR,2008,Whole Year,Banana,2881.0,38893
Assam,CACHAR,2008,Whole Year,Black pepper,45.0,87
Assam,CACHAR,2008,Whole Year,Coconut,1049.0,3155000
Assam,CACHAR,2008,Whole Year,Dry chillies,995.0,632
Assam,CACHAR,2008,Whole Year,Dry ginger,212.0,1472
Assam,CACHAR,2008,Whole Year,Onion,87.0,283
Assam,CACHAR,2008,Whole Year,Potato,2063.0,12080
Assam,CACHAR,2008,Whole Year,Sugarcane,156.0,6668
Assam,CACHAR,2008,Whole Year,Sweet potato,174.0,914
Assam,CACHAR,2008,Whole Year,Tapioca,31.0,133
Assam,CACHAR,2008,Whole Year,Tobacco,7.0,5
Assam,CACHAR,2008,Whole Year,Turmeric,291.0,578
Assam,CACHAR,2008,Winter,Rice,93610.0,199711
Assam,CACHAR,2009,Autumn,Rice,8276.0,16457
Assam,CACHAR,2009,Kharif,Arhar/Tur,123.0,87
Assam,CACHAR,2009,Kharif,Cotton(lint),94.0,34
Assam,CACHAR,2009,Kharif,Jute,53.0,579
Assam,CACHAR,2009,Kharif,Maize,100.0,50
Assam,CACHAR,2009,Kharif,Mesta,7.0,31
Assam,CACHAR,2009,Kharif,Niger seed,18.0,9
Assam,CACHAR,2009,Kharif,Sesamum,189.0,95
Assam,CACHAR,2009,Kharif,Small millets,30.0,15
Assam,CACHAR,2009,Rabi,Banana,2970.0,37401
Assam,CACHAR,2009,Rabi,Gram,52.0,28
Assam,CACHAR,2009,Rabi,Linseed,31.0,14
Assam,CACHAR,2009,Rabi,Masoor,25.0,12
Assam,CACHAR,2009,Rabi,Moong(Green Gram),35.0,18
Assam,CACHAR,2009,Rabi,Peas & beans (Pulses),428.0,250
Assam,CACHAR,2009,Rabi,Rapeseed &Mustard,1955.0,1297
Assam,CACHAR,2009,Rabi,Urad,914.0,518
Assam,CACHAR,2009,Rabi,Wheat,154.0,168
Assam,CACHAR,2009,Summer,Rice,8902.0,6448
Assam,CACHAR,2009,Whole Year,Arecanut,4478.0,2435
Assam,CACHAR,2009,Whole Year,Banana,2970.0,37401
Assam,CACHAR,2009,Whole Year,Black pepper,26.0,50
Assam,CACHAR,2009,Whole Year,Coconut,1054.0,9711000
Assam,CACHAR,2009,Whole Year,Dry chillies,984.0,624
Assam,CACHAR,2009,Whole Year,Dry ginger,210.0,1458
Assam,CACHAR,2009,Whole Year,Onion,129.0,420
Assam,CACHAR,2009,Whole Year,Potato,2155.0,15290
Assam,CACHAR,2009,Whole Year,Sugarcane,218.0,9401
Assam,CACHAR,2009,Whole Year,Sweet potato,161.0,846
Assam,CACHAR,2009,Whole Year,Tapioca,30.0,129
Assam,CACHAR,2009,Whole Year,Tobacco,7.0,5
Assam,CACHAR,2009,Whole Year,Turmeric,259.0,505
Assam,CACHAR,2009,Winter,Rice,93082.0,204084
Assam,CACHAR,2010,Autumn,Rice,8359.0,16087
Assam,CACHAR,2010,Kharif,Arhar/Tur,115.0,82
Assam,CACHAR,2010,Kharif,Cotton(lint),92.0,34
Assam,CACHAR,2010,Kharif,Jute,52.0,522
Assam,CACHAR,2010,Kharif,Maize,98.0,49
Assam,CACHAR,2010,Kharif,Mesta,4.0,18
Assam,CACHAR,2010,Kharif,Niger seed,18.0,8
Assam,CACHAR,2010,Kharif,Sesamum,182.0,93
Assam,CACHAR,2010,Kharif,Small millets,20.0,10
Assam,CACHAR,2010,Rabi,Arecanut,4478.0,2435
Assam,CACHAR,2010,Rabi,Banana,2888.0,36756
Assam,CACHAR,2010,Rabi,Gram,56.0,29
Assam,CACHAR,2010,Rabi,Linseed,25.0,11
Assam,CACHAR,2010,Rabi,Masoor,26.0,12
Assam,CACHAR,2010,Rabi,Moong(Green Gram),34.0,17
Assam,CACHAR,2010,Rabi,Peas & beans (Pulses),360.0,211
Assam,CACHAR,2010,Rabi,Rapeseed &Mustard,1871.0,1250
Assam,CACHAR,2010,Rabi,Urad,850.0,475
Assam,CACHAR,2010,Rabi,Wheat,80.0,100
Assam,CACHAR,2010,Summer,Rice,7332.0,14228
Assam,CACHAR,2010,Whole Year,Banana,2888.0,36756
Assam,CACHAR,2010,Whole Year,Black pepper,38.0,74
Assam,CACHAR,2010,Whole Year,Coconut,1054.0,9711000
Assam,CACHAR,2010,Whole Year,Dry chillies,1055.0,671
Assam,CACHAR,2010,Whole Year,Dry ginger,232.0,1610
Assam,CACHAR,2010,Whole Year,Onion,77.0,250
Assam,CACHAR,2010,Whole Year,Potato,2052.0,15340
Assam,CACHAR,2010,Whole Year,Sugarcane,140.0,5762
Assam,CACHAR,2010,Whole Year,Sweet potato,151.0,793
Assam,CACHAR,2010,Whole Year,Tapioca,13.0,56
Assam,CACHAR,2010,Whole Year,Tobacco,6.0,4
Assam,CACHAR,2010,Whole Year,Turmeric,315.0,659
Assam,CACHAR,2010,Winter,Rice,88908.0,195008
Assam,CACHAR,2011,Autumn,Paddy,7700.0,13116
Assam,CACHAR,2011,Autumn,Rice,7700.0,13116
Assam,CACHAR,2011,Kharif,Arhar/Tur,115.0,87
Assam,CACHAR,2011,Kharif,Cotton(lint),91.0,34
Assam,CACHAR,2011,Kharif,Jute,51.0,472
Assam,CACHAR,2011,Kharif,Maize,91.0,51
Assam,CACHAR,2011,Kharif,Mesta,4.0,37
Assam,CACHAR,2011,Kharif,Niger seed,18.0,9
Assam,CACHAR,2011,Kharif,Orange,80.0,499
Assam,CACHAR,2011,Kharif,Papaya,302.0,5878
Assam,CACHAR,2011,Kharif,Sesamum,189.0,104
Assam,CACHAR,2011,Kharif,Small millets,20.0,10
Assam,CACHAR,2011,Kharif,Tapioca,20.0,167
Assam,CACHAR,2011,Kharif,Tobacco,6.0,3
Assam,CACHAR,2011,Rabi,Arecanut,4293.0,2432
Assam,CACHAR,2011,Rabi,Black pepper,43.0,102
Assam,CACHAR,2011,Rabi,Dry chillies,1065.0,697
Assam,CACHAR,2011,Rabi,Ginger,238.0,1662
Assam,CACHAR,2011,Rabi,Gram,59.0,32
Assam,CACHAR,2011,Rabi,Linseed,25.0,14
Assam,CACHAR,2011,Rabi,Masoor,30.0,16
Assam,CACHAR,2011,Rabi,Moong(Green Gram),32.0,18
Assam,CACHAR,2011,Rabi,Peas & beans (Pulses),365.0,219
Assam,CACHAR,2011,Rabi,Pineapple,1186.0,21187
Assam,CACHAR,2011,Rabi,Rapeseed &Mustard,1657.0,896
Assam,CACHAR,2011,Rabi,Sweet potato,160.0,1549
Assam,CACHAR,2011,Rabi,Urad,815.0,453
Assam,CACHAR,2011,Rabi,Wheat,70.0,85
Assam,CACHAR,2011,Summer,Paddy,7990.0,14971
Assam,CACHAR,2011,Summer,Rice,7990.0,14971
Assam,CACHAR,2011,Whole Year,Banana,2832.0,49983
Assam,CACHAR,2011,Whole Year,Coconut,1005.0,2746
Assam,CACHAR,2011,Whole Year,Onion,82.0,275
Assam,CACHAR,2011,Whole Year,Potato,2063.0,8381
Assam,CACHAR,2011,Whole Year,Sugarcane,115.0,4261
Assam,CACHAR,2011,Whole Year,Turmeric,325.0,689
Assam,CACHAR,2011,Winter,Paddy,90682.0,177981
Assam,CACHAR,2011,Winter,Rice,90682.0,177981
Assam,CACHAR,2012,Autumn,Paddy,7680.0,15518
Assam,CACHAR,2012,Autumn,Rice,7680.0,15518
Assam,CACHAR,2012,Kharif,Arhar/Tur,117.0,99
Assam,CACHAR,2012,Kharif,Cotton(lint),94.0,35
Assam,CACHAR,2012,Kharif,Jute,52.0,445
Assam,CACHAR,2012,Kharif,Maize,95.0,60
Assam,CACHAR,2012,Kharif,Mesta,4.0,18
Assam,CACHAR,2012,Kharif,Niger seed,18.0,8
Assam,CACHAR,2012,Kharif,Orange,81.0,537
Assam,CACHAR,2012,Kharif,Papaya,291.0,5717
Assam,CACHAR,2012,Kharif,Sesamum,189.0,114
Assam,CACHAR,2012,Kharif,Small millets,22.0,12
Assam,CACHAR,2012,Kharif,Tapioca,22.0,203
Assam,CACHAR,2012,Kharif,Tobacco,7.0,4
Assam,CACHAR,2012,Rabi,Arecanut,4331.0,2233
Assam,CACHAR,2012,Rabi,Black pepper,44.0,88
Assam,CACHAR,2012,Rabi,Dry chillies,1078.0,717
Assam,CACHAR,2012,Rabi,Ginger,239.0,1672
Assam,CACHAR,2012,Rabi,Gram,61.0,35
Assam,CACHAR,2012,Rabi,Linseed,26.0,14
Assam,CACHAR,2012,Rabi,Masoor,29.0,15
Assam,CACHAR,2012,Rabi,Moong(Green Gram),33.0,19
Assam,CACHAR,2012,Rabi,Peas & beans (Pulses),378.0,232
Assam,CACHAR,2012,Rabi,Pineapple,1212.0,22743
Assam,CACHAR,2012,Rabi,Rapeseed &Mustard,1582.0,930
Assam,CACHAR,2012,Rabi,Sweet potato,160.0,1578
Assam,CACHAR,2012,Rabi,Urad,835.0,460
Assam,CACHAR,2012,Rabi,Wheat,65.0,84
Assam,CACHAR,2012,Summer,Rice,7547.0,14736
Assam,CACHAR,2012,Whole Year,Banana,2892.0,51437
Assam,CACHAR,2012,Whole Year,Coconut,1058.0,2202
Assam,CACHAR,2012,Whole Year,Onion,82.0,298
Assam,CACHAR,2012,Whole Year,Potato,2009.0,9072
Assam,CACHAR,2012,Whole Year,Sugarcane,119.0,4238
Assam,CACHAR,2012,Whole Year,Turmeric,337.0,716
Assam,CACHAR,2012,Winter,Paddy,91912.0,202725
Assam,CACHAR,2012,Winter,Rice,91912.0,202725
Assam,CACHAR,2013,Autumn,Paddy,6430.0,10288
Assam,CACHAR,2013,Autumn,Rice,6430.0,10288
Assam,CACHAR,2013,Kharif,Arhar/Tur,123.0,105
Assam,CACHAR,2013,Kharif,Cotton(lint),94.0,34
Assam,CACHAR,2013,Kharif,Jute,56.0,575
Assam,CACHAR,2013,Kharif,Maize,99.0,297
Assam,CACHAR,2013,Kharif,Mesta,3.0,14
Assam,CACHAR,2013,Kharif,Niger seed,19.0,10
Assam,CACHAR,2013,Kharif,Orange,86.0,571
Assam,CACHAR,2013,Kharif,Papaya,294.0,5775
Assam,CACHAR,2013,Kharif,Sesamum,198.0,130
Assam,CACHAR,2013,Kharif,Small millets,26.0,13
Assam,CACHAR,2013,Kharif,Tapioca,23.0,212
Assam,CACHAR,2013,Kharif,Tobacco,10.0,6
Assam,CACHAR,2013,Rabi,Arecanut,4467.0,1605
Assam,CACHAR,2013,Rabi,Black pepper,45.0,90
Assam,CACHAR,2013,Rabi,Dry chillies,1102.0,733
Assam,CACHAR,2013,Rabi,Ginger,239.0,1672
Assam,CACHAR,2013,Rabi,Gram,64.0,38
Assam,CACHAR,2013,Rabi,Linseed,26.0,13
Assam,CACHAR,2013,Rabi,Masoor,30.0,17
Assam,CACHAR,2013,Rabi,Moong(Green Gram),35.0,21
Assam,CACHAR,2013,Rabi,Peas & beans (Pulses),498.0,332
Assam,CACHAR,2013,Rabi,Pineapple,1219.0,22875
Assam,CACHAR,2013,Rabi,Rapeseed &Mustard,1620.0,863
Assam,CACHAR,2013,Rabi,Sweet potato,163.0,1608
Assam,CACHAR,2013,Rabi,Urad,847.0,491
Assam,CACHAR,2013,Rabi,Wheat,65.0,84
Assam,CACHAR,2013,Summer,Paddy,7700.0,12958
Assam,CACHAR,2013,Summer,Rice,7700.0,12958
Assam,CACHAR,2013,Whole Year,Banana,3075.0,54692
Assam,CACHAR,2013,Whole Year,Coconut,1123.0,1230
Assam,CACHAR,2013,Whole Year,Onion,84.0,290
Assam,CACHAR,2013,Whole Year,Potato,2046.0,8094
Assam,CACHAR,2013,Whole Year,Sugarcane,126.0,4263
Assam,CACHAR,2013,Whole Year,Turmeric,345.0,733
Assam,CACHAR,2013,Winter,Paddy,82347.0,153041
Assam,CACHAR,2013,Winter,Rice,82347.0,153041
Assam,CACHAR,2014,Autumn,Paddy,6752.0,13796
Assam,CACHAR,2014,Autumn,Rice,6752.0,13796
Assam,CACHAR,2014,Kharif,Arhar/Tur,146.0,141
Assam,CACHAR,2014,Kharif,Cotton(lint),96.0,35
Assam,CACHAR,2014,Kharif,Jute,49.0,533
Assam,CACHAR,2014,Kharif,Maize,102.0,236
Assam,CACHAR,2014,Kharif,Mesta,3.0,15
Assam,CACHAR,2014,Kharif,Niger seed,19.0,10
Assam,CACHAR,2014,Kharif,Orange,90.0,598
Assam,CACHAR,2014,Kharif,Papaya,307.0,6031
Assam,CACHAR,2014,Kharif,Sesamum,199.0,127
Assam,CACHAR,2014,Kharif,Small millets,27.0,17
Assam,CACHAR,2014,Kharif,Tapioca,25.0,231
Assam,CACHAR,2014,Kharif,Tobacco,7.0,4
Assam,CACHAR,2014,Rabi,Black pepper,47.0,94
Assam,CACHAR,2014,Rabi,Dry chillies,1125.0,752
Assam,CACHAR,2014,Rabi,Ginger,247.0,1760
Assam,CACHAR,2014,Rabi,Gram,61.0,46
Assam,CACHAR,2014,Rabi,Linseed,27.0,17
Assam,CACHAR,2014,Rabi,Masoor,33.0,22
Assam,CACHAR,2014,Rabi,Moong(Green Gram),36.0,23
Assam,CACHAR,2014,Rabi,Peas & beans (Pulses),422.0,353
Assam,CACHAR,2014,Rabi,Pineapple,1246.0,23381
Assam,CACHAR,2014,Rabi,Rapeseed &Mustard,1725.0,1133
Assam,CACHAR,2014,Rabi,Sweet potato,164.0,1585
Assam,CACHAR,2014,Rabi,Urad,917.0,595
Assam,CACHAR,2014,Rabi,Wheat,65.0,79
Assam,CACHAR,2014,Summer,Paddy,8235.0,16088
Assam,CACHAR,2014,Summer,Rice,8235.0,16088
Assam,CACHAR,2014,Whole Year,Banana,3144.0,55919
Assam,CACHAR,2014,Whole Year,Onion,94.0,325
Assam,CACHAR,2014,Whole Year,Potato,2102.0,14825
Assam,CACHAR,2014,Whole Year,Sugarcane,144.0,5100
Assam,CACHAR,2014,Whole Year,Turmeric,359.0,765
Assam,CACHAR,2014,Winter,Paddy,92895.0,216009
Assam,CACHAR,2014,Winter,Rice,92895.0,216009
Assam,CHIRANG,2005,Autumn,Rice,10417.0,8313
Assam,CHIRANG,2005,Kharif,Arhar/Tur,176.0,147
Assam,CHIRANG,2005,Kharif,Castor seed,28.0,12
Assam,CHIRANG,2005,Kharif,Cotton(lint),5.0,2
Assam,CHIRANG,2005,Kharif,Jute,1242.0,12379
Assam,CHIRANG,2005,Kharif,Maize,234.0,143
Assam,CHIRANG,2005,Kharif,Mesta,144.0,852
Assam,CHIRANG,2005,Kharif,Niger seed,13.0,7
Assam,CHIRANG,2005,Kharif,Sesamum,342.0,155
Assam,CHIRANG,2005,Kharif,Small millets,260.0,126
